,ATSPM_ID,name,latitude,longitude,roadway_name,county,direction,roadwayName,SIIA_ID,approachID,laneType,width,numberFromLeft,detectorID,channel,phase,distanceToStopbar,length,laneID,det_type
11,VOL-0251,Dunlawton Ave (SR 421) & City Center Pkwy/Victoria Gardens Blvd,29.1202,-81.0177,"DUNLAWTON AVE, CITY CENTER CIR, VICTORIA GARDENS BLVD",VOLUSIA,315,VICTORIA GARDENS BLVD,1606,5747,Left,12.0,1,22823,15,7,0.0,50.0,17292,Video
12,VOL-0251,Dunlawton Ave (SR 421) & City Center Pkwy/Victoria Gardens Blvd,29.1202,-81.0177,"DUNLAWTON AVE, CITY CENTER CIR, VICTORIA GARDENS BLVD",VOLUSIA,315,VICTORIA GARDENS BLVD,1606,5747,Through Right,12.0,2,22824,9,4,0.0,50.0,17293,Video
0,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,45,OXFORD RD,1200,4230,Left,12.0,1,13709,25,7,0.0,40.0,12519,Inductive Loop
1,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,45,OXFORD RD,1200,4230,Through,12.0,2,13710,13,4,0.0,40.0,12520,Inductive Loop
2,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,45,OXFORD RD,1200,4230,Right,12.0,3,13711,14,4,0.0,40.0,12521,Inductive Loop
3,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,315,E SEMORAN BLVD,1200,4231,Left,12.0,1,13725,15,5,0.0,30.0,12522,Inductive Loop
4,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,315,E SEMORAN BLVD,1200,4231,Through,12.0,2,13726,2,2,0.0,30.0,12523,Inductive Loop
5,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,315,E SEMORAN BLVD,1200,4231,Through,12.0,2,13727,6,2,150.0,6.0,12523,Inductive Loop
6,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,315,E SEMORAN BLVD,1200,4231,Through,12.0,2,13728,9,2,330.0,6.0,12523,Inductive Loop
7,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,315,E SEMORAN BLVD,1200,4231,Through,12.0,3,13729,3,2,0.0,30.0,12524,Inductive Loop
8,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,315,E SEMORAN BLVD,1200,4231,Through,12.0,3,13730,7,2,150.0,6.0,12524,Inductive Loop
9,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,315,E SEMORAN BLVD,1200,4231,Through,12.0,3,13731,10,2,330.0,6.0,12524,Inductive Loop
10,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,315,E SEMORAN BLVD,1200,4231,Through,12.0,4,13732,4,2,0.0,30.0,12525,Inductive Loop
11,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,315,E SEMORAN BLVD,1200,4231,Through,12.0,4,13733,8,2,150.0,6.0,12525,Inductive Loop
12,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,315,E SEMORAN BLVD,1200,4231,Through,12.0,4,13734,11,2,330.0,6.0,12525,Inductive Loop
13,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,315,E SEMORAN BLVD,1200,4231,Right,12.0,5,13735,5,2,0.0,30.0,12526,Inductive Loop
14,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,135,E SEMORAN BLVD,1200,4232,Left,12.0,1,13712,1,1,0.0,40.0,12527,Inductive Loop
15,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,135,E SEMORAN BLVD,1200,4232,Through,12.0,2,13713,16,6,0.0,30.0,12528,Inductive Loop
16,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,135,E SEMORAN BLVD,1200,4232,Through,12.0,2,13714,19,6,150.0,6.0,12528,Inductive Loop
17,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,135,E SEMORAN BLVD,1200,4232,Through,12.0,2,13715,22,6,330.0,6.0,12528,Inductive Loop
18,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,135,E SEMORAN BLVD,1200,4232,Through,12.0,3,13716,17,6,0.0,30.0,12529,Inductive Loop
19,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,135,E SEMORAN BLVD,1200,4232,Through,12.0,3,13717,20,6,150.0,6.0,12529,Inductive Loop
20,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,135,E SEMORAN BLVD,1200,4232,Through,12.0,3,13718,23,6,330.0,6.0,12529,Inductive Loop
21,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,135,E SEMORAN BLVD,1200,4232,Through Right,12.0,4,13719,18,6,0.0,30.0,12530,Inductive Loop
22,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,135,E SEMORAN BLVD,1200,4232,Through Right,12.0,4,13720,21,6,150.0,6.0,12530,Inductive Loop
23,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,135,E SEMORAN BLVD,1200,4232,Through Right,12.0,4,13721,24,6,330.0,6.0,12530,Inductive Loop
24,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,225,OXFORD RD,1200,4233,Left,12.0,1,13722,12,3,0.0,30.0,12531,Inductive Loop
25,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,225,OXFORD RD,1200,4233,Through,12.0,2,13723,26,8,0.0,30.0,12532,Inductive Loop
26,1585,SR 436 & Oxford Rd,28.65866,-81.33788,"OXFORD RD, E SEMORAN BLVD",SEMINOLE,225,OXFORD RD,1200,4233,Right,12.0,3,13724,27,8,0.0,30.0,12533,Inductive Loop
0,ORL-0425,Edgewater Dr & Hazel St,28.578012,-81.38955,"W HAZEL ST, EDGEWATER DR",ORANGE,90,W HAZEL ST,1110,3921,Left Through Right,12.0,1,13131,5,4,0.0,50.0,11784,Video
1,ORL-0425,Edgewater Dr & Hazel St,28.578012,-81.38955,"W HAZEL ST, EDGEWATER DR",ORANGE,270,W HAZEL ST,1110,3922,Left Through Right,12.0,1,13132,4,4,0.0,40.0,11785,Inductive Loop
2,ORL-0425,Edgewater Dr & Hazel St,28.578012,-81.38955,"W HAZEL ST, EDGEWATER DR",ORANGE,0,EDGEWATER DR,1110,3923,Left,12.0,1,23132,2,2,0.0,40.0,11786,Inductive Loop
3,ORL-0425,Edgewater Dr & Hazel St,28.578012,-81.38955,"W HAZEL ST, EDGEWATER DR",ORANGE,0,EDGEWATER DR,1110,3923,Through Right,12.0,2,13129,2,2,50.0,6.0,11787,Inductive Loop
4,ORL-0425,Edgewater Dr & Hazel St,28.578012,-81.38955,"W HAZEL ST, EDGEWATER DR",ORANGE,180,EDGEWATER DR,1110,3924,Left,12.0,1,23133,2,2,0.0,40.0,11788,Inductive Loop
5,ORL-0425,Edgewater Dr & Hazel St,28.578012,-81.38955,"W HAZEL ST, EDGEWATER DR",ORANGE,180,EDGEWATER DR,1110,3924,Through Right,12.0,2,13130,2,2,50.0,6.0,11789,Inductive Loop
0,VOL-0328,Ridgewood Ave (US 1) & Venture Dr,29.1539,-80.9928,"S RIDGEWOOD AVE, VENTURE DR",VOLUSIA,0,S RIDGEWOOD AVE,1483,5274,Left,12.0,1,15697,5,6,0.0,50.0,15911,Video
1,VOL-0328,Ridgewood Ave (US 1) & Venture Dr,29.1539,-80.9928,"S RIDGEWOOD AVE, VENTURE DR",VOLUSIA,0,S RIDGEWOOD AVE,1483,5274,Through,12.0,2,15698,6,6,0.0,50.0,15912,Video
2,VOL-0328,Ridgewood Ave (US 1) & Venture Dr,29.1539,-80.9928,"S RIDGEWOOD AVE, VENTURE DR",VOLUSIA,0,S RIDGEWOOD AVE,1483,5274,Through Right,12.0,3,15699,7,6,0.0,50.0,15913,Video
3,VOL-0328,Ridgewood Ave (US 1) & Venture Dr,29.1539,-80.9928,"S RIDGEWOOD AVE, VENTURE DR",VOLUSIA,90,VENTURE DR,1483,5275,Left,12.0,1,15702,1,8,0.0,50.0,15914,Video
4,VOL-0328,Ridgewood Ave (US 1) & Venture Dr,29.1539,-80.9928,"S RIDGEWOOD AVE, VENTURE DR",VOLUSIA,90,VENTURE DR,1483,5275,Right,12.0,2,15703,2,8,0.0,50.0,15915,Video
5,VOL-0328,Ridgewood Ave (US 1) & Venture Dr,29.1539,-80.9928,"S RIDGEWOOD AVE, VENTURE DR",VOLUSIA,180,S RIDGEWOOD AVE,1483,5276,Through,12.0,1,15700,3,2,0.0,50.0,15916,Video
6,VOL-0328,Ridgewood Ave (US 1) & Venture Dr,29.1539,-80.9928,"S RIDGEWOOD AVE, VENTURE DR",VOLUSIA,180,S RIDGEWOOD AVE,1483,5276,Through Right,12.0,2,15701,4,2,0.0,50.0,15917,Video
0,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,180,ORLANDO AVE S,521,1768,Left,12.0,1,5474,1,5,0.0,50.0,5204,Video
1,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,180,ORLANDO AVE S,521,1768,Through,12.0,2,5475,40,2,0.0,50.0,5205,Video
2,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,180,ORLANDO AVE S,521,1768,Through,12.0,2,17273,44,2,240.0,8.0,5205,Video
3,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,180,ORLANDO AVE S,521,1768,Through,12.0,3,5476,39,2,0.0,50.0,5206,Video
4,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,180,ORLANDO AVE S,521,1768,Through,12.0,3,17274,43,2,240.0,8.0,5206,Video
5,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,180,ORLANDO AVE S,521,1768,Right,12.0,4,17275,37,2,0.0,25.0,5207,Video
6,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,270,W FAIRBANKS AVE,521,1769,Left,12.0,1,5477,49,7,0.0,50.0,5208,Video
7,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,270,W FAIRBANKS AVE,521,1769,Through,12.0,2,5478,24,4,0.0,50.0,5209,Video
8,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,270,W FAIRBANKS AVE,521,1769,Through Right,12.0,3,5479,23,4,0.0,50.0,5210,Video
9,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,0,ORLANDO AVE S,521,1770,Left,12.0,1,5480,33,1,0.0,50.0,5211,Video
10,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,0,ORLANDO AVE S,521,1770,Through,12.0,2,5481,8,6,0.0,50.0,5212,Video
11,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,0,ORLANDO AVE S,521,1770,Through,12.0,2,17270,12,6,200.0,8.0,5212,Video
12,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,0,ORLANDO AVE S,521,1770,Through Right,12.0,3,5482,7,6,0.0,50.0,5213,Video
13,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,0,ORLANDO AVE S,521,1770,Through Right,12.0,3,17271,11,6,200.0,8.0,5213,Video
14,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,0,ORLANDO AVE S,521,1770,Through Right,12.0,3,17272,12,6,200.0,8.0,5213,Video
15,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,90,W FAIRBANKS AVE,521,1771,Left,12.0,1,5483,17,3,0.0,50.0,5214,Video
16,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,90,W FAIRBANKS AVE,521,1771,Through,12.0,2,5484,56,8,0.0,50.0,5215,Video
17,D5I-3020,US-17/92 / 15/600 (Orlando Ave.) at Fairbanks Ave/SR426,28.593097,-81.365054,"ORLANDO AVE S, W FAIRBANKS AVE",ORANGE,90,W FAIRBANKS AVE,521,1771,Through Right,12.0,3,5485,55,8,0.0,50.0,5216,Video
0,ORL-0674,Vineland Rd & Holy Land Way,28.497231,-81.433782,VINELAND RD,ORANGE,45,VINELAND RD,1124,3975,Left,12.0,1,11925,1,1,0.0,40.0,11908,Inductive Loop
1,ORL-0674,Vineland Rd & Holy Land Way,28.497231,-81.433782,VINELAND RD,ORANGE,45,VINELAND RD,1124,3975,Through,12.0,2,11928,9,6,150.0,6.0,11909,Inductive Loop
2,ORL-0674,Vineland Rd & Holy Land Way,28.497231,-81.433782,VINELAND RD,ORANGE,45,VINELAND RD,1124,3975,Through,12.0,2,20687,11,6,330.0,6.0,11909,Inductive Loop
3,ORL-0674,Vineland Rd & Holy Land Way,28.497231,-81.433782,VINELAND RD,ORANGE,45,VINELAND RD,1124,3975,Through Right,12.0,3,20688,10,6,150.0,6.0,11910,Inductive Loop
4,ORL-0674,Vineland Rd & Holy Land Way,28.497231,-81.433782,VINELAND RD,ORANGE,45,VINELAND RD,1124,3975,Through Right,12.0,3,20689,12,6,330.0,6.0,11910,Inductive Loop
5,ORL-0674,Vineland Rd & Holy Land Way,28.497231,-81.433782,VINELAND RD,ORANGE,225,VINELAND RD,1124,3976,Left,12.0,1,11937,8,5,0.0,40.0,11911,Inductive Loop
6,ORL-0674,Vineland Rd & Holy Land Way,28.497231,-81.433782,VINELAND RD,ORANGE,225,VINELAND RD,1124,3976,Through,12.0,2,11939,2,2,150.0,6.0,11912,Inductive Loop
7,ORL-0674,Vineland Rd & Holy Land Way,28.497231,-81.433782,VINELAND RD,ORANGE,225,VINELAND RD,1124,3976,Through,12.0,2,20690,4,2,330.0,6.0,11912,Inductive Loop
8,ORL-0674,Vineland Rd & Holy Land Way,28.497231,-81.433782,VINELAND RD,ORANGE,225,VINELAND RD,1124,3976,Through Right,12.0,3,20691,3,2,150.0,6.0,11913,Inductive Loop
9,ORL-0674,Vineland Rd & Holy Land Way,28.497231,-81.433782,VINELAND RD,ORANGE,225,VINELAND RD,1124,3976,Through Right,12.0,3,20692,5,2,330.0,6.0,11913,Inductive Loop
10,ORL-0674,Vineland Rd & Holy Land Way,28.497231,-81.433782,VINELAND RD,ORANGE,315,VINELAND RD,1124,3977,Left,12.0,1,11940,7,4,0.0,40.0,11914,Inductive Loop
11,ORL-0674,Vineland Rd & Holy Land Way,28.497231,-81.433782,VINELAND RD,ORANGE,315,VINELAND RD,1124,3977,Through Right,12.0,2,11941,6,4,0.0,40.0,11915,Inductive Loop
12,ORL-0674,Vineland Rd & Holy Land Way,28.497231,-81.433782,VINELAND RD,ORANGE,135,VINELAND RD,1124,3978,Left,12.0,1,11932,13,8,0.0,40.0,11916,Inductive Loop
13,ORL-0674,Vineland Rd & Holy Land Way,28.497231,-81.433782,VINELAND RD,ORANGE,135,VINELAND RD,1124,3978,Through Right,12.0,2,11933,14,8,0.0,40.0,11917,Inductive Loop
0,BRE-0089,Grissom Pkwy at Industry Rd,28.406156,-80.763192,"E INDUSTRY RD, GRISSOM PKWY",BREVARD,180,E INDUSTRY RD,716,2517,Left,12.0,1,8447,1,1,0.0,40.0,7143,Inductive Loop
1,BRE-0089,Grissom Pkwy at Industry Rd,28.406156,-80.763192,"E INDUSTRY RD, GRISSOM PKWY",BREVARD,180,E INDUSTRY RD,716,2517,Through,12.0,2,8448,6,6,0.0,40.0,7144,Inductive Loop
2,BRE-0089,Grissom Pkwy at Industry Rd,28.406156,-80.763192,"E INDUSTRY RD, GRISSOM PKWY",BREVARD,180,E INDUSTRY RD,716,2517,Right,12.0,3,8449,6,6,0.0,40.0,7145,Inductive Loop
3,BRE-0089,Grissom Pkwy at Industry Rd,28.406156,-80.763192,"E INDUSTRY RD, GRISSOM PKWY",BREVARD,270,GRISSOM PKWY,716,2518,Left,12.0,1,8450,7,8,0.0,40.0,7146,Inductive Loop
4,BRE-0089,Grissom Pkwy at Industry Rd,28.406156,-80.763192,"E INDUSTRY RD, GRISSOM PKWY",BREVARD,270,GRISSOM PKWY,716,2518,Through,12.0,2,8451,8,8,0.0,40.0,7147,Inductive Loop
5,BRE-0089,Grissom Pkwy at Industry Rd,28.406156,-80.763192,"E INDUSTRY RD, GRISSOM PKWY",BREVARD,0,E INDUSTRY RD,716,2519,Left,12.0,1,8442,5,5,0.0,40.0,7149,Inductive Loop
6,BRE-0089,Grissom Pkwy at Industry Rd,28.406156,-80.763192,"E INDUSTRY RD, GRISSOM PKWY",BREVARD,0,E INDUSTRY RD,716,2519,Left,12.0,2,8443,5,5,0.0,40.0,7150,Inductive Loop
7,BRE-0089,Grissom Pkwy at Industry Rd,28.406156,-80.763192,"E INDUSTRY RD, GRISSOM PKWY",BREVARD,0,E INDUSTRY RD,716,2519,Through,12.0,3,8444,2,2,0.0,40.0,7151,Inductive Loop
8,BRE-0089,Grissom Pkwy at Industry Rd,28.406156,-80.763192,"E INDUSTRY RD, GRISSOM PKWY",BREVARD,90,GRISSOM PKWY,716,2520,Left,12.0,1,8445,3,4,0.0,40.0,7153,Inductive Loop
9,BRE-0089,Grissom Pkwy at Industry Rd,28.406156,-80.763192,"E INDUSTRY RD, GRISSOM PKWY",BREVARD,90,GRISSOM PKWY,716,2520,Through,12.0,2,8446,4,4,0.0,40.0,7154,Inductive Loop
0,BRE-5543,SR 405 at Windover Trl,28.553889,-80.844111,"WINDOVER TRL, COLUMBIA BLVD",BREVARD,0,WINDOVER TRL,740,2611,Left,12.0,1,8115,11,7,0.0,50.0,8266,Inductive Loop
1,BRE-5543,SR 405 at Windover Trl,28.553889,-80.844111,"WINDOVER TRL, COLUMBIA BLVD",BREVARD,0,WINDOVER TRL,740,2611,Left,12.0,2,8116,12,7,0.0,50.0,8267,Inductive Loop
2,BRE-5543,SR 405 at Windover Trl,28.553889,-80.844111,"WINDOVER TRL, COLUMBIA BLVD",BREVARD,0,WINDOVER TRL,740,2611,Through Right,12.0,3,8117,7,4,0.0,50.0,8268,Inductive Loop
3,BRE-5543,SR 405 at Windover Trl,28.553889,-80.844111,"WINDOVER TRL, COLUMBIA BLVD",BREVARD,90,COLUMBIA BLVD,740,2612,Left,12.0,1,8118,1,1,0.0,50.0,8269,Inductive Loop
4,BRE-5543,SR 405 at Windover Trl,28.553889,-80.844111,"WINDOVER TRL, COLUMBIA BLVD",BREVARD,90,COLUMBIA BLVD,740,2612,Through,12.0,2,8119,15,6,140.0,6.0,8270,Inductive Loop
5,BRE-5543,SR 405 at Windover Trl,28.553889,-80.844111,"WINDOVER TRL, COLUMBIA BLVD",BREVARD,90,COLUMBIA BLVD,740,2612,Through,12.0,3,8120,14,6,140.0,6.0,8271,Inductive Loop
6,BRE-5543,SR 405 at Windover Trl,28.553889,-80.844111,"WINDOVER TRL, COLUMBIA BLVD",BREVARD,180,WINDOVER TRL,740,2613,Left,12.0,1,8121,6,3,0.0,40.0,8273,Inductive Loop
7,BRE-5543,SR 405 at Windover Trl,28.553889,-80.844111,"WINDOVER TRL, COLUMBIA BLVD",BREVARD,180,WINDOVER TRL,740,2613,Through Right,12.0,2,8122,13,8,0.0,40.0,8274,Inductive Loop
8,BRE-5543,SR 405 at Windover Trl,28.553889,-80.844111,"WINDOVER TRL, COLUMBIA BLVD",BREVARD,270,COLUMBIA BLVD,740,2614,Left,12.0,1,8123,8,5,0.0,50.0,8275,Inductive Loop
9,BRE-5543,SR 405 at Windover Trl,28.553889,-80.844111,"WINDOVER TRL, COLUMBIA BLVD",BREVARD,270,COLUMBIA BLVD,740,2614,Through,12.0,2,8124,3,2,140.0,6.0,8276,Inductive Loop
10,BRE-5543,SR 405 at Windover Trl,28.553889,-80.844111,"WINDOVER TRL, COLUMBIA BLVD",BREVARD,270,COLUMBIA BLVD,740,2614,Through,12.0,3,8125,4,2,140.0,6.0,8277,Inductive Loop
0,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,315,ROCKLEDGE BLVD,701,2460,Left,12.0,1,9494,17,1,0.0,40.0,8912,Video
1,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,315,ROCKLEDGE BLVD,701,2460,Left,12.0,2,9495,17,1,0.0,40.0,8913,Video
2,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,315,ROCKLEDGE BLVD,701,2460,Through,12.0,3,9496,22,6,0.0,100.0,8914,Video
3,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,315,ROCKLEDGE BLVD,701,2460,Through,12.0,4,9497,22,6,0.0,100.0,8915,Video
4,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,315,ROCKLEDGE BLVD,701,2460,Through Right,12.0,5,9498,22,6,0.0,100.0,8916,Video
5,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,90,SEMINOLE DR,701,2461,Left,12.0,1,9482,19,3,0.0,40.0,8900,Video
6,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,90,SEMINOLE DR,701,2461,Left Through,12.0,2,9483,19,3,0.0,40.0,8901,Video
7,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,90,SEMINOLE DR,701,2461,Through,12.0,3,9484,19,3,0.0,40.0,8902,Video
8,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,90,SEMINOLE DR,701,2461,Right,12.0,4,9485,19,3,0.0,40.0,8903,Video
9,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,135,ROCKLEDGE BLVD,701,2462,Left,12.0,1,9486,21,5,0.0,40.0,8904,Video
10,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,135,ROCKLEDGE BLVD,701,2462,Through,12.0,2,9487,18,2,0.0,100.0,8905,Video
11,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,135,ROCKLEDGE BLVD,701,2462,Through,12.0,3,9488,18,2,0.0,100.0,8906,Video
12,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,135,ROCKLEDGE BLVD,701,2462,Through,12.0,4,9489,18,2,0.0,100.0,8907,Video
13,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,135,ROCKLEDGE BLVD,701,2462,Right,12.0,5,9490,18,2,0.0,40.0,8908,Video
14,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,270,BARTON BLVD E,701,2463,Left,12.0,1,9491,20,4,0.0,40.0,8909,Video
15,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,270,BARTON BLVD E,701,2463,Left Through,12.0,2,9492,20,4,0.0,40.0,8910,Video
16,BRE-5001,US 1 (N Cocoa Blvd) at Barton Blvd/Seminole Dr,28.330773,-80.722599,"ROCKLEDGE BLVD, SEMINOLE DR, BARTON BLVD E",BREVARD,270,BARTON BLVD E,701,2463,Through Right,12.0,3,9493,20,4,0.0,40.0,8911,Video
0,VOL-0218,New York Ave (SR 44) at Stone St,29.028,-81.3159,"S STONE ST, W NEW YORK AVE",VOLUSIA,0,S STONE ST,1561,5576,Left Through Right,12.0,1,22160,3,4,0.0,50.0,16776,MVDS
